"","accpt_id","state","county","totbeds","alzunit","profit","hospbase","restrain","acuindex2","avgage","pctchf","pcthyper","agg_female","pctvent_mds3","pctlowcfs","pctmidcfs","pcthighcfs","adj_rehosprate","fup_adj_rehosp"
"11435","395684","PA","019",142,"No","No","No",0,12.483,86.77,36.21,76.72,61.75,0,41.38,50,8.62,"0.1095",0.0934
"11437","395686","PA","101",176,"No","No","No",0,13.217,81.93,37.5,86.81,70.28,0,32.64,59.03,8.33,"0.2545",0.1941
"11438","395687","PA","091",240,"No","Yes","No",0,12.362,79.28,27.08,95.31,56.76,0,36.73,51.53,11.73,"0.1897",0.2121
"11444","395697","PA","061",125,"No","Yes","No",0,12.565,81.77,32.97,81.32,55.26,0,30.43,53.26,16.3,".",0.1277
"11447","395700","PA","083",115,"Yes","Yes","No",0,12.351,78.47,25.26,80,40.45,0,18.75,60.42,20.83,".",0.2095
"11448","395701","PA","069",119,"No","Yes","No",0,12.339,81.58,26,80,62.08,0,38,52,10,"0.1537",0.1967
"11449","395702","PA","063",118,"No","No","No",3.03,13.687,79.64,18.42,73.68,59.48,0,39.47,46.05,14.47,"0.1396",0.1703
"11451","395705","PA","129",120,"No","Yes","No",0,12.792,83.75,33.7,72.83,61.1,0,28.26,54.35,17.39,".",0.1456
"11456","395711","PA","091",150,"No","No","No",0,11.423,74.25,15.6,80.73,55.07,0,28.44,55.05,16.51,"0.2022",0.1621
"11458","395713","PA","003",193,"Yes","No","No",0,13.265,86.9,19.88,73.91,72.05,0,27.16,56.17,16.67,"0.1247",0.1145
"11459","395715","PA","101",120,"No","No","No",0,12.653,85.55,17.43,82.57,61.19,0,32.11,42.2,25.69,"0.2230",0.1718
"11463","395719","PA","003",120,"Yes","Yes","No",0,12.32,81.13,21.57,80.39,66.18,0,21,79,0,".",0.1918
"11464","395720","PA","071",60,"No","No","No",0,12.442,89.97,29.17,85.42,68.87,0,31.25,68.75,0,"0.0846",0.0447
"11465","395721","PA","055",92,"No","Yes","No",5.49,12.795,85.53,42.86,83.12,73.83,0,25.97,40.26,33.77,"0.1908",0.2472
"11469","395729","PA","095",181,"Yes","Yes","No",0.56,11.704,73.21,14.72,79.14,52.88,0,23.93,65.03,11.04,"0.1670",0.2067
"11471","395731","PA","003",160,"Yes","Yes","No",0,11.906,80.1,20.69,68.1,61.75,0,21.55,61.21,17.24,"0.1672",0.1556
"11472","395732","PA","003",143,"No","No","No",0,13.428,79.01,23,75,63.59,0,42,44,14,"0.1725",0.1871
"11473","395733","PA","001",118,"No","Yes","No",0,12.54,78.89,15.12,74.42,58.37,0,32.18,56.32,11.49,"0.1591",0.1225
"11474","395735","PA","017",140,"No","No","No",0,10.913,81.78,27.03,85.59,58.22,0,42.34,39.64,18.02,"0.2215",0.1436
"11477","395740","PA","029",180,"No","Yes","No",0,13.214,81.23,34.01,89.12,56.96,0,36.3,54.79,8.9,".",0.1904
"11481","395745","PA","003",200,"Yes","Yes","No",0,12.428,73.6,20,75.63,51.29,0,48.75,38.75,12.5,"0.1716",0.1774
"11491","395760","PA","077",166,"No","Yes","No",0,11.772,72.28,19.83,80.17,45.84,0,47.11,41.32,11.57,"0.1705",0.156
"11493","395763","PA","077",121,"No","No","No",0,13.763,86.25,31.73,74.04,69.45,0,33.33,39.05,27.62,".",0.19
"11495","395765","PA","003",154,"Yes","No","No",0,12.802,85.58,23.81,74.29,71.71,0,37.14,50.48,12.38,"0.1207",0.2366
"11498","395770","PA","075",324,"No","Yes","No",2.24,12.58,80.89,22.34,79.73,58.97,0,29.9,61.51,8.59,".",0.131
"11501","395774","PA","071",446,"Yes","Yes","No",0,13.129,77.04,23.92,75.6,58.27,2.85,36.1,41.09,22.8,".",0.0819
"11502","395775","PA","083",152,"No","Yes","No",0,11.657,76.94,19.84,70.63,58.55,0,42.06,47.62,10.32,"0.1368",0.1859
"11505","395779","PA","027",240,"Yes","No","No",0,12.951,82.62,20.87,71.36,65.54,0,32.85,60.39,6.76,".",0.1028
"11506","395780","PA","045",874,"No","No","No",0,11.355,78.48,10.88,72.21,62.03,0,36.69,50.98,12.33,".",0.1547
"11507","395782","PA","101",176,"No","Yes","No",0,11.967,81.35,30.71,96.43,55.42,0,27.14,57.14,15.71,".",0.1578
"11509","395784","PA","041",109,"No","No","No",0,12.66,89.37,23.91,85.71,62.09,0,21.74,63.04,15.22,".",0.0943
"11511","395786","PA","071",133,"Yes","No","No",0,12.213,88.33,21.43,66.96,62.55,0,31.25,58.04,10.71,"0.1430",0.0549
"11512","395787","PA","087",162,"Yes","No","No",0,11.896,85.64,18.75,74.02,61.84,0,24.22,59.38,16.41,"0.1313",0.0652
"11513","395788","PA","019",220,"Yes","Yes","No",0,12.517,81.85,24.5,74.5,58.98,0,18.91,63.18,17.91,".",0.1768
"11518","395795","PA","051",98,"No","No","No",0,13.921,85.64,18.84,68.12,77.59,0,39.13,40.58,20.29,"0.1705",0.2065
"11519","395796","PA","091",155,"No","Yes","No",0,12.111,79.74,25,78.23,54.68,0,35.71,56.35,7.94,"0.1634",0.1702
"11520","395797","PA","071",103,"Yes","No","No",0,13.12,89.07,20.88,71.43,61.45,0,25.27,56.04,18.68,".",0.1045
"11522","395800","PA","011",80,"Yes","No","No",0,12.08,91.24,35.48,87.1,61.58,0,19.35,62.9,17.74,"0.2013",0.1662
"11526","395805","PA","071",114,"No","No","No",0,11.528,87.56,21,82,58.66,0,19,66,15,".",0.1223
"11527","395806","PA","071",119,"Yes","No","No",0,13.147,89.13,23.66,75.27,73.29,0,34.41,47.31,18.28,".",0.0923
"11529","395814","PA","101",180,"No","Yes","No",0,12.521,76.6,29.11,86.08,66.27,0,36.94,53.5,9.55,"0.1468",0.1771
"11531","395816","PA","083",90,"Yes","No","No",0,12.51,84.59,23.29,67.12,77.78,0,27.03,59.46,13.51,".",0.0664
"11534","395819","PA","101",269,"No","No","No",0.44,12.65,75.32,12.37,84.02,53.13,0,52.73,32.12,15.15,"0.2075",0.1849
"11536","395822","PA","045",164,"Yes","Yes","No",0,13.455,75.17,21.28,84.4,64.83,0,37.06,44.76,18.18,"0.2426",0.122
"11537","395823","PA","125",118,"No","Yes","No",0,11.676,82.86,28.21,73.08,60.91,0,29.49,51.28,19.23,"0.1811",0.1378
"11538","395824","PA","093",90,"Yes","No","No",0,12.411,87.13,21.92,82.19,79.19,0,33.33,50.67,16,"0.1872",0.1638
"11539","395825","PA","097",125,"No","Yes","No",0.93,12.696,81.3,24.14,85.06,61.37,0,39.51,49.38,11.11,".",0.2221
"11540","395826","PA","003",200,"Yes","Yes","No",0,12.014,77.63,23.36,72.26,57.65,0,36.23,50.72,13.04,"0.1395",0.1832
"11543","395830","PA","111",150,"Yes","No","No",0,11.303,81.75,9.38,82.03,52.59,0,22.66,63.28,14.06,"0.1671",0.2133
"11544","395831","PA","107",190,"Yes","Yes","No",1.59,12.104,84.7,23.31,69.33,64.37,0,28.05,60.98,10.98,".",0.109
"11547","395834","PA","091",170,"No","Yes","No",0,12.489,76.61,14.68,88.99,51.79,0,35.78,50.46,13.76,"0.2304",0.1869
"11553","395845","PA","019",150,"No","No","No",1.94,13.045,79.78,21.88,83.33,62.98,0,33.33,54.17,12.5,"0.1650",0.2018
"11554","395846","PA","075",53,"No","Yes","No",1.96,13.863,84.19,26.19,88.1,49.14,0,41.46,26.83,31.71,".",0.214
"11559","395852","PA","101",180,"No","Yes","No",0,12.981,77.33,11.64,75.34,55.47,0,46.9,45.52,7.59,"0.2375",0.3176
"11560","395853","PA","039",157,"No","No","No",0.75,12.444,83.13,18.85,83.61,55.81,0,33.86,57.48,8.66,"0.1744",0.1471
"11561","395857","PA","071",120,"No","No","No",0,12.84,88.77,44.55,64.36,69.23,0,23.08,61.54,15.38,".",0.0554
"11562","395860","PA","129",120,"No","Yes","No",0,12.421,82.75,30.53,85.26,53.73,0,36.84,50.53,12.63,"0.2048",0.2102
"11567","395868","PA","027",157,"Yes","Yes","No",0,12.365,77.81,12.8,68.8,62.84,0,32.8,51.2,16,".",0.1545
"11569","395873","PA","003",120,"No","No","No",0,11.904,87.68,21.78,84.16,69.16,0,21.78,50.5,27.72,"0.1978",0.1675
"11574","395880","PA","011",120,"Yes","No","No",0,12.289,87.5,27.03,64.86,63.94,0,15.07,41.1,43.84,".",0.1117
"11575","395881","PA","069",180,"Yes","No","No",0,11.54,86.91,17.99,77.7,70.31,0,25.71,60,14.29,".",0.1254
"11580","395895","PA","081",163,"Yes","No","No",0,13.148,85.99,22.94,68.81,65.93,0,20.18,54.13,25.69,".",0.0965
"11582","395903","PA","003",55,"No","Yes","No",0,11.158,83.24,23.4,85.11,58.71,0,59.57,40.43,0,"0.1482",0.1523
"11585","395912","PA","091",120,"No","No","No",0,12.473,75.38,15.22,80.43,62.26,0,43.01,56.99,0,"0.2341",0.2447
"11595","395936","PA","127",121,"No","No","No",0,11.844,87.44,25,85.71,69.59,0,38.37,39.53,22.09,"0.1984",0.0953
"11602","395956","PA","071",203,"Yes","No","No",0,12.167,90.47,29.38,74.58,57.19,0,28.41,65.34,6.25,".",0.0871
"11603","395959","PA","121",100,"No","No","No",0,11.439,84.11,21.11,66.67,63.69,0,28.57,57.14,14.29,".",0.0949
"11604","395964","PA","041",125,"No","Yes","No",0.89,12.952,78.73,30.93,88.66,51.67,0,40.82,48.98,10.2,".",0.1431
"11610","395985","PA","013",120,"No","Yes","No",0,13.215,79.18,30.68,81.82,59.31,0,30.68,56.82,12.5,".",0.1541
"11612","395989","PA","045",129,"No","Yes","No",0,12.175,70.54,25,84,51.45,0,32.67,55.45,11.88,"0.1290",0.1514
"11614","395996","PA","049",78,"Yes","No","No",0,11.915,87.47,15.38,75.38,63.68,0,21.54,60,18.46,".",0.1343
"11617","396003","PA","003",131,"No","Yes","No",0,12.17,77.83,22.92,85.42,59.44,0,43.3,56.7,0,"0.1990",0.1688
"11621","396026","PA","007",120,"Yes","No","No",0.85,12.459,85.31,24.24,69.7,68.22,0,40.4,36.36,23.23,"0.1240",0.1311
"11624","396048","PA","003",130,"Yes","Yes","No",0,14.155,85.33,46.49,93.86,66.91,0,35.09,50.88,14.04,".",0.1169
"11630","396063","PA","107",120,"Yes","Yes","No",0,12.203,84.62,28.74,86.21,68.94,0,25.56,55.56,18.89,".",0.1744
"11637","396078","PA","091",324,"No","No","No",0,11.259,85.66,17.24,77.24,63.68,0,40.28,46.64,13.07,"0.1378",0.1431
"11638","396079","PA","071",73,"No","No","No",0,12.028,89.72,39.68,77.78,52,0,26.15,52.31,21.54,".",0.0595
"11640","396081","PA","049",80,"No","No","No",0,12.906,86.9,27.14,68.57,64.46,0,22.39,62.69,14.93,".",0.1514
"11660","396129","PA","101",174,"Yes","Yes","No",0,12.198,78.45,22.44,89.1,59.08,0,36.94,55.41,7.64,"0.2296",0.1649
"11682","39E046","PA","083",100,"No","No","No",1.01,12.36,86.82,17.78,74.44,71.58,0,13.33,68.89,17.78,".",0.1686
"11686","39E120","PA","013",129,"Yes","No","No",0,13.117,87.14,9.17,9.17,64.77,0,21.1,50.46,28.44,".",0.0926
"11687","39E127","PA","021",141,"Yes","No","No",10.61,12.003,88.17,33.62,84.48,68.18,0,36.21,55.17,8.62,".",0.1444
"11691","39E262","PA","037",120,"No","Yes","No",0,11.279,79.67,25.84,74.16,57.21,0,43.48,44.57,11.96,".",0.1762
"11692","39E346","PA","129",77,"No","No","No",0,13.028,86.84,26.92,67.31,68.61,0,30.77,48.08,21.15,"0.1154",0.1143
"11696","39E483","PA","037",110,"Yes","Yes","No",4.08,11.834,71.49,21.59,64.77,53.91,0,46.07,41.57,12.36,".",0.1312
"11708","39E588","PA","085",100,"Yes","No","No",0,13.398,81.37,18.39,67.82,57.73,0,25,55.68,19.32,".",0.2232
"11710","39E593","PA","101",180,"No","Yes","No",0,12.328,77.42,19.23,70.51,40.32,0,21.43,69.48,9.09,"0.1725",0.1869
"11714","415008","RI","003",130,"No","Yes","No",0,11.732,79.63,14.42,78.85,61.99,0,37.86,50.49,11.65,"0.2145",0.1592
"11716","415010","RI","003",144,"Yes","No","No",0,10.731,88.6,16.35,74.04,71.79,0,25.96,60.58,13.46,"0.1749",0.1073
"11719","415015","RI","009",60,"No","Yes","No",0,12.163,86.77,32.43,75.68,62.32,0,51.35,48.65,0,"0.1446",0.1176
"11724","415028","RI","003",145,"Yes","Yes","No",0,11.39,84.13,25.21,78.99,58.7,0,18.49,71.43,10.08,"0.2317",0.1865
"11727","415032","RI","007",156,"Yes","Yes","No",0,11.826,86.12,21.01,68.91,62.63,0,28.1,56.2,15.7,"0.1603",0.1596
"11729","415034","RI","005",146,"Yes","Yes","No",0,11.442,86.65,22.86,78.1,62.47,0,30,58,12,"0.1793",0.1786
"11730","415035","RI","007",200,"Yes","Yes","No",0.6,12.07,82.51,15.48,80.65,57.98,0,34.84,37.42,27.74,"0.1395",0.1857
"11735","415041","RI","007",150,"No","Yes","No",0,10.111,76.49,9.48,62.07,57,0,48.72,35.04,16.24,".",0.1687
"11740","415050","RI","001",133,"Yes","No","No",0,11.031,86.56,12.28,20.18,67.44,0,25.44,60.53,14.04,"0.1418",0.1604
"11743","415053","RI","007",170,"No","Yes","No",0,12.643,85.23,33.1,81.38,64.44,0,35.37,57.82,6.8,"0.1635",0.1487
"11744","415054","RI","009",112,"Yes","Yes","No",0,12.352,83.73,11.96,80.43,55.56,0,18.28,62.37,19.35,".",0.0964
"11751","415063","RI","009",120,"No","No","No",0,12.591,88.26,13.98,88.17,64.77,0,16.13,64.52,19.35,"0.1018",0.1655
"11757","415071","RI","009",120,"No","Yes","No",0,11.8,76.8,18.95,68.42,60.69,0,39.58,47.92,12.5,"0.1611",0.197
"11760","415074","RI","005",95,"Yes","Yes","No",0,11.939,84.9,16.44,69.86,56.59,0,19.44,59.72,20.83,".",0.1743
"11764","415079","RI","007",185,"Yes","Yes","No",0,11.105,69.03,16.67,68.67,36.41,0,44,38.67,17.33,"0.1506",0.1265
"11767","415082","RI","003",190,"Yes","Yes","No",0,11.783,83.86,28.22,81.6,66.47,0,32.52,57.06,10.43,".",0.1875
"11769","415084","RI","007",206,"No","Yes","No",0,11.202,80.94,21.14,68,57.66,0,37.5,50,12.5,"0.1526",0.1384
"11772","415087","RI","007",131,"Yes","Yes","No",0,12.359,80.66,19.05,81.9,68.78,0,20.95,64.76,14.29,"0.1177",0.2181
"11774","415110","RI","007",172,"Yes","Yes","No",0,11.862,81.48,21.92,84.93,54.46,0,32.19,60.27,7.53,".",0.1352
"11775","415119","RI","007",210,"Yes","Yes","No",0,10.945,72.48,16.35,72.96,47.43,0,28.93,50.94,20.13,"0.1759",0.2388
"11791","41E101","RI","007",120,"No","No","No",0,12.867,83.85,22.64,81.13,70.7,0,33.64,41.12,25.23,"0.1597",0.1595
"11794","41E165","RI","007",260,"Yes","No","No",0,12.674,88.52,19.13,81.74,69.09,0,25.97,59.31,14.72,"0.1368",0.1338
"11795","425004","SC","045",144,"No","Yes","No",0,11.778,86.25,22.88,74.58,63.51,0,32.77,47.06,20.17,"0.1345",0.1266
"11796","425005","SC","025",120,"No","Yes","No",14.53,15.193,80.39,14.42,80.77,74.42,0,12.26,51.89,35.85,"0.1527",0.1751
"11800","425013","SC","079",185,"Yes","Yes","No",0.76,14.105,74.04,12.84,74.31,58.57,0,39.09,51.82,9.09,"0.1203",0.1604
"11803","425017","SC","057",132,"No","Yes","No",3.17,12.817,83.59,13.04,73.04,71.54,0,29.17,60.83,10,".",0.1576
"11809","425042","SC","045",132,"No","Yes","No",3.23,11.822,75.38,22.94,85.32,58.74,0,31.43,45.71,22.86,"0.1563",0.1469
"11810","425047","SC","007",181,"No","Yes","No",12.94,12.05,81.73,11.81,22.22,79.9,0,25.69,61.11,13.19,".",0.2407
"11812","425052","SC","007",246,"No","Yes","No",0,12.485,84.04,29.19,88.52,71.33,0,27.62,57.14,15.24,"0.1930",0.1641
"11813","425053","SC","029",132,"No","Yes","No",0,13.384,80.92,28.43,87.25,61.32,0,16.35,55.77,27.88,"0.1688",0.187
"11814","425054","SC","059",176,"No","Yes","No",0,12.209,81.37,22.22,81.94,65.89,0,27.59,57.93,14.48,"0.1440",0.1258
"11816","425057","SC","001",94,"No","Yes","No",0,14.813,83.06,20,77.5,69.23,0,20.99,61.73,17.28,".",0.0281
"11819","425063","SC","047",152,"No","Yes","No",0,12.378,86.37,17.32,83.46,75,0,40.16,42.52,17.32,"0.1179",0.1525
"11820","425064","SC","031",88,"No","Yes","No",0,14.03,76.87,18.92,71.62,52.17,0,24.32,55.41,20.27,"0.1893",0.1251
"11821","425067","SC","013",170,"Yes","Yes","No",0.65,13.215,75.01,19.86,68.09,49.57,0,38.46,44.76,16.78,".",0.1799
"11822","425068","SC","079",120,"No","Yes","No",3.45,13.717,79.95,28.04,85.98,48.42,0,33.33,51.85,14.81,".",0.1526
"11824","425071","SC","059",131,"No","Yes","No",0,13.282,82.38,22.41,64.66,56.43,0,22.22,64.1,13.68,".",0.0914
"11829","425080","SC","055",96,"No","No","Yes",0,13.94,83.58,16.05,82.72,76.61,0,34.57,49.38,16.05,"0.1307",0.1651
"11830","425081","SC","081",176,"No","No","No",3.01,12.833,79.4,15.38,81.41,71.01,0,32.48,56.69,10.83,".",0.0942
"11831","425082","SC","019",160,"No","Yes","No",0.66,13.892,68.26,16.28,75.97,44.89,0,48.33,38.33,13.33,".",0.1822
"11832","425084","SC","077",130,"No","Yes","No",4.13,12.074,80.34,31.78,82.24,57.07,0,39.25,42.99,17.76,"0.2087",0.2431
"11835","425088","SC","091",140,"No","Yes","No",0,12.235,83.79,11.76,69.75,65.41,0,32.2,58.47,9.32,"0.2023",0.1621
"11836","425089","SC","091",109,"No","Yes","No",3.16,12.862,82.31,15.73,76.4,67.54,0,25.84,56.18,17.98,"0.1702",0.1283
"11837","425090","SC","045",99,"No","Yes","No",0,12.076,75.4,16.88,89.61,53.97,0,31.17,51.95,16.88,".",0.1336
"11839","425093","SC","033",111,"No","Yes","No",0.97,14.304,74.14,16.67,83.33,41.72,0,22.5,57.5,20,"0.2772",0.2296
"11840","425095","SC","021",111,"No","Yes","No",0.96,12.696,83.93,21.92,82.19,63.48,0,28.77,52.05,19.18,"0.1561",0.0963
"11841","425096","SC","083",88,"No","Yes","No",5.88,12.973,81.72,26.32,78.95,61.11,0,25.64,60.26,14.1,".",0.1822
"11843","425100","SC","079",176,"No","No","No",0.69,12.745,82.11,17.83,62.02,68,0,34.62,52.31,13.08,"0.1183",0.1438
"11844","425102","SC","045",132,"No","Yes","No",0,12.282,71.69,24.55,79.09,47.22,0,36.04,45.05,18.92,".",0.1366
"11846","425104","SC","009",88,"No","Yes","No",0,13.389,78.1,26.87,97.01,45.81,0,31.34,37.31,31.34,".",0.1731
"11849","425107","SC","085",176,"No","Yes","No",0,13.832,76.04,29.79,88.65,51.28,0,34.97,54.55,10.49,".",0.195
"11850","425109","SC","085",138,"No","Yes","No",0,12.895,83.5,26.36,88.18,72.69,0,27.27,50.91,21.82,".",0.1303
"11851","425110","SC","019",132,"No","Yes","No",0,11.915,80.38,10.62,64.6,47.28,0,20.35,47.79,31.86,".",0.1455
"11852","425111","SC","031",154,"No","Yes","No",0,12.694,80.57,27.68,65.18,61.75,0,16.52,65.22,18.26,"0.2052",0.2118
"11856","425115","SC","041",88,"No","Yes","No",0,15.676,80.58,33.33,95.65,54.76,0,24.64,59.42,15.94,"0.2769",0.2653
"11857","425116","SC","075",113,"No","Yes","No",0.91,14.885,73.69,15.31,82.65,51.56,0,33.33,49.49,17.17,"0.1944",0.2041
"11860","425119","SC","041",163,"No","Yes","No",3.47,12.976,79.96,27.05,89.34,63.44,0,26.02,59.35,14.63,"0.2541",0.2624
"11861","425121","SC","051",190,"No","Yes","No",1.62,12.418,76.08,13.82,65.79,56.7,0,41.45,49.34,9.21,"0.1556",0.2536
"11864","425128","SC","019",176,"No","Yes","No",3.03,12.736,81.55,12.23,76.98,61.58,0,40.71,47.86,11.43,"0.2097",0.152
"11866","425131","SC","075",122,"No","No","No",0,13.761,82.73,18.18,78.41,69.01,0,38.64,45.45,15.91,"0.2378",0.1262
"11868","425136","SC","019",132,"No","Yes","No",1.53,13.764,74.3,20.51,89.74,57.03,0,42.37,48.31,9.32,"0.1398",0.189
"11870","425139","SC","073",128,"No","Yes","No",0.81,12.609,78.8,16.85,74.16,51.34,0,37.78,48.89,13.33,"0.2203",0.2172
"11874","425145","SC","003",176,"Yes","Yes","No",1.99,13.305,77.24,17.99,84.17,49.61,0,25.18,54.68,20.14,".",0.1607
"11875","425146","SC","019",176,"No","Yes","No",0,12.329,79.59,15.22,71.74,64.79,0,25.36,50.72,23.91,"0.1899",0.1667
"11877","425148","SC","019",125,"No","Yes","No",0,13.313,78.26,18.64,86.44,60.77,0,47.62,52.38,0,"0.1743",0.17
"11880","425154","SC","041",132,"No","Yes","No",0,12.478,83.93,21.93,84.21,64.12,0,24.35,66.09,9.57,".",0.247
"11881","425155","SC","057",142,"No","Yes","No",0,13.216,78.22,15.52,72.41,50.58,0,31.9,58.62,9.48,".",0.1823
"11883","425157","SC","041",88,"No","Yes","No",10.84,13.436,84.93,17.81,94.52,80.72,0,17.81,65.75,16.44,"0.0971",0.2012
"11887","425163","SC","041",88,"No","Yes","No",0,13.527,71.53,13.89,80.56,52.74,0,32.43,24.32,43.24,"0.2237",0.19
"11888","425165","SC","091",106,"No","Yes","No",0,12.591,69.03,11.49,72.41,42.86,0,42.35,40,17.65,"0.1864",0.1807
"11891","425170","SC","017",120,"No","Yes","No",2.56,13.062,78.95,23.58,96.23,56.55,0,24.53,49.06,26.42,".",0.1505
"11892","425171","SC","065",120,"No","Yes","No",4.24,12.039,70.81,19.19,91,52.99,0,39,32,29,".",0.2332
"11900","425288","SC","039",150,"No","Yes","No",0,12.621,72.48,10.91,74.55,35.93,0,23.42,52.25,24.32,".",0.0762
"11906","425295","SC","043",148,"No","Yes","No",0,12.908,76.06,12.26,69.81,56.7,0,38.32,45.79,15.89,".",0.2133
"11907","425296","SC","003",132,"No","Yes","No",0,15.656,71.76,13.59,82.52,42,14.42,33.65,35.58,30.77,".",0.1812
"11910","425300","SC","027",88,"No","No","No",0,13.914,81.37,26.67,92,74.36,0,14.67,70.67,14.67,".",0.2332
"11913","425303","SC","083",88,"No","Yes","No",1.27,12.342,77.34,16,68,52.51,0,25.68,54.05,20.27,"0.2112",0.2855
"11914","425305","SC","045",116,"No","Yes","No",5.45,13.046,75.86,15.38,76.92,60.84,0,51.65,37.36,10.99,"0.2027",0.2073
"11921","425312","SC","067",92,"No","Yes","No",0,14.254,81.17,25,88.89,74.39,0,31.94,47.22,20.83,"0.2418",0.2504
"11922","425314","SC","045",88,"No","Yes","No",6.33,11.74,76.62,28.99,89.86,53.42,0,46.38,53.62,0,"0.1861",0.163
"11926","425319","SC","011",85,"No","Yes","No",1.23,13.432,64.59,17.14,78.57,47.92,0,37.14,30,32.86,".",0.2228
"11927","425320","SC","003",192,"No","Yes","No",0,11.623,83.57,25.49,86.93,67.76,0,34.42,57.79,7.79,"0.1792",0.1776
"11928","425321","SC","063",352,"Yes","No","No",6.34,13.561,78.91,20.55,80.48,62.13,0,31.85,44.52,23.63,"0.2397",0.1913
"11931","425324","SC","051",148,"No","Yes","No",0,11.746,83.97,21.43,83.67,64.61,0,29,51,20,"0.1637",0.1805
"11933","425326","SC","035",88,"No","Yes","No",1.19,13.71,82.34,15.49,81.69,68.75,0,24.66,53.42,21.92,"0.1447",0.1847
"11934","425328","SC","019",88,"No","Yes","No",0,12.546,81.4,26.92,75,62.05,0,56.6,43.4,0,"0.2070",0.1768
"11936","425333","SC","063",170,"No","Yes","No",0,11.952,84.88,29.41,85.29,72.37,0,35.71,53.57,10.71,"0.1272",0.1367
"11944","425352","SC","079",180,"Yes","Yes","No",0,11.484,83.66,20.22,83.15,70.59,0,33.71,47.19,19.1,"0.1743",0.1671
"11946","425359","SC","045",180,"Yes","Yes","No",0,13.253,83.38,26.09,86.23,71.94,0,36.96,46.38,16.67,"0.1267",0.1201
"11948","425361","SC","045",120,"No","Yes","No",0,13.077,75.92,15.73,88.76,51.53,0,31.46,55.06,13.48,"0.2141",0.1356
"11973","425397","SC","053",120,"Yes","Yes","No",0,12.667,83.66,13.68,74.74,60.03,0,42.71,38.54,18.75,"0.1484",0.1774
"11981","435020","SD","005",125,"No","Yes","No",0,11.61,85.28,31.65,72.15,61.71,0,39.51,48.15,12.35,".",0.0707
"11983","435031","SD","099",88,"No","Yes","No",0,11.286,77.75,14.93,67.16,60.82,0,37.31,46.27,16.42,".",0.1589
"11984","435032","SD","033",76,"No","No","Yes",0,12.503,81.83,20.41,57.14,62.79,0,33.33,41.18,25.49,"0.0456",0.1275
"11987","435035","SD","019",83,"No","Yes","No",0,11.467,81.34,22.45,71.43,60.63,0,26,74,0,".",0.1103
"11988","435036","SD","029",162,"No","No","No",0,11.057,85.93,23.74,62.59,66.36,0,33.09,56.12,10.79,".",0.1478
"11994","435042","SD","013",81,"No","No","Yes",1.3,11.32,88.06,19.72,80.28,76.83,0,43.06,56.94,0,".",0.0671
"11995","435043","SD","081",105,"No","Yes","No",2.22,11.615,84.07,25.32,70.89,62.5,0,46.25,37.5,16.25,".",0.1337
"11996","435044","SD","099",92,"No","No","No",0,11.303,83.37,18.57,81.43,69.63,0,41.43,31.43,27.14,"0.1199",0.1472
"11997","435045","SD","099",177,"No","No","No",0,12.049,86.34,16.67,79.33,66.75,0,27.52,61.07,11.41,"0.1416",0.1622
"12024","43A020","SD","067",56,"Yes","No","Yes",0,11.161,87.05,28.57,69.39,50,0,32.65,42.86,24.49,".",0.1163
"12033","43A045","SD","135",187,"No","No","No",0,11.028,82.94,16.67,63.69,61.57,0,31.55,54.17,14.29,".",0.0958
